symbol,company_name,longBusinessSummary,industry,sector,country,is_rated_obligor,totalDebt_usd,totalRevenue_usd,Agency Rating,cb_rating,CB pd
SECU-B.ST,Securitas AB (publ),"Securitas AB (publ) provides security services in North America, Europe, Latin America, Africa, the Middle East, Asia, and Australia. The company operates through three segments: Securitas North America, Securitas Europe, and Securitas Ibero-America. It provides intelligence services, such as risk intelligence; safety and security services, including aviation security, fire and safety services, mobile security services, and on-site guarding; operation management security services, such as remote video solutions, smart security, and track and trace services; advisory security services comprising corporate risk management; and technology security services, which include electronic security. The company also operates operation centers. Securitas AB (publ) was founded in 1934 and is headquartered in Stockholm, Sweden.",Security & Protection Services,Industrials,Sweden,False,4151181242.9243774,15829913057.198242,,BBB,0.002
SEDG,"SolarEdge Technologies, Inc.","SolarEdge Technologies, Inc., together with its subsidiaries, operates as an energy technology company in the United States, Europe, and internationally. The company offers power optimizers and DC-to-AC inverters; Storage Solutions, such as home battery 400V and CSS-OD solution; EV chargers for residential and commercial applications; SolarEdge ONE, an energy optimization system; and cloud-based monitoring platform. It also provides mySolarEdge app, which enables system owners to track their real-time system production and household energy consumption; SolarEdge Go app, a mobile application for SolarEdge installers, integrating installation, management, and service capabilities; designer platform, a web-based tool; and mapper application for registering the physical layout of new PV sites. In addition, the company offers SetApp application to activate and configure SolarEdge inverters; grid services; and pre-sales support, ongoing trainings, and technical support before, during, and after installation based on its operation structure. It serves solar installers, solar distributors, and electrical equipment wholesalers, as well as providers of PV systems to residential and commercial end users through distributors and electrical equipment wholesalers, and directly to solar installers and engineering, procurement, and construction firms, or EPCs. SolarEdge Technologies, Inc. was incorporated in 2006 and is headquartered in Herzliya Pituach, Israel.",Solar,Technology,Israel,False,404347008.0,1275464960.0,,B+,0.03
SEKEY,Seiko Epson Corporation,"Seiko Epson Corporation, together with its subsidiaries, develops, manufactures, sells, and provides services for products in the printing solutions, visual communications, manufacturing-related and wearables, and other businesses. It operates through three segments: Printing Solutions, Visual Communications, and Manufacturing-related and Wearables segments. The Printing Solutions segment offers home and office inkjet printers, serial impact dot matrix printers, page printers, color image scanners dry office paper machines, commercial and industrial inkjet printers, inkjet printheads, printers for use in POS systems, label printers, printer consumables, and digital printing software solutions. The Visual Communications segment provides LCD projectors for business, education, the home, and event; smart glasses; and others. The Manufacturing-related and Wearables segment offers industrial robots, watches, watch movements, and others; and crystal units, crystal oscillators, quartz sensors, and others for consumer, automotive, and industrial equipment applications. This segment also provides CMOS LSIs and other chips for consumer electronics and automotive applications; and metal powders for use as raw materials in the production of electronic components, etc., as well as value-added surface finishing in a range of industrial fields. It also sells PCs. It operates in Japan, the Philippines, the United States, Indonesia, People's Republic of China, and internationally. Seiko Epson Corporation was incorporated in 1942 and is headquartered in Suwa-shi, Japan.",Computer Hardware,Technology,Japan,False,1431209091.065482,8738767390.096931,,A-,0.001
SEM.LS,"Semapa - Sociedade de Investimento e Gestão, SGPS, S.A.","Semapa - Sociedade de Investimento e Gestão, SGPS, S.A., through its subsidiaries, engages in the production and sale of pulp, printing and writing papers, and tissues in Portugal, the rest of Europe, the United States, Africa, Asia, and Oceania. It operates through Pulp and Paper, Cement, and Other Businesses segments. The company produces and sells writing and printing thin paper, tissue paper, and moulded fibre packaging; researches, develops, produces, and sells forestry and agricultural products; and produces and sells bleached eucalyptus kraft pulp (BEKP), cork, and pine wood products, as well as electric and thermal energy. It is also involved in the production and sale of cement, ready-mixed concrete, aggregates, mortars, precast concrete, and hydraulic lime. In addition, the company engages in the production of aluminium e-bike frames; and the provision of services related to the recovery of animal by-products and food products containing animal-origin substances to produce fertilizers, animal feed, and biodiesel. The company was incorporated in 1991 and is based in Lisbon, Portugal.",Paper & Paper Products,Basic Materials,Portugal,False,1491493929.8866272,2338975657.04422,,BBB-,0.003
SFM,"Sprouts Farmers Market, Inc.","Sprouts Farmers Market, Inc., together with its subsidiaries, engages in the retailing of fresh, natural, and organic food products in the United States. The company offers healthy grocery stores; and lifestyle-friendly ingredients such as organic, plant-based, keto, paleo, non-GMO, and gluten-free. The company also offers perishable product categories, including produce, meat and meat alternatives, seafood, deli, bakery, floral, and dairy alternatives; and non-perishable product categories, such as grocery, vitamins and supplements, bulk items, frozen foods, beer and wine, and natural health and body care. It sells its products under the Sprouts brand. The company was founded in 1943 and is headquartered in Phoenix, Arizona.",Grocery Stores,Consumer Defensive,United States,True,2060856960.0,8898902016.0,BB,BB+,0.006
SFOR.L,S4 Capital plc,"S4 Capital plc, together with its subsidiaries, provides digital advertising, marketing, and technology services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company offers contents, campaigns, and assets for paid, social, and earned media, such as digital platforms and apps, as well as brand activations. It also provides campaign management analytics, creative production and ad serving, platform and systems integration, transition, and training and education services. In addition, the company offers digital transformation services in delivering digital product design, engineering, and delivery services. The company has a strategic partnership with Windsurf to create AI development environment. The company is headquartered in London, the United Kingdom.",Advertising Agencies,Communication Services,United Kingdom,False,470404679.9182892,997924261.9514465,,B+,0.03
SFR.AX,Sandfire Resources Limited,"Sandfire Resources Limited, a mining company, explores for, evaluates, and develops mineral tenements and projects. It primarily explores for copper, gold, silver, lead, and zinc deposits. The company was incorporated in 2003 and is based in West Perth, Australia.",Copper,Basic Materials,Australia,False,143638000.0,1288704000.0,,BBB-,0.003
SFRGY,Salvatore Ferragamo S.p.A.,"Salvatore Ferragamo S.p.A., through its subsidiaries, creates, produces, and sells luxury goods for men and women in Europe, North America, Japan, the Asia Pacific, and Central and South America. The company offers men's and women's footwear; leather goods comprising handbags, suitcases, belts, wallets, and other men's and women's leather accessories; made-to-order men's and ladies products; ready to wear products for men's and ladies, including knitwear, clothes for formal occasions and outwear, such as husky jackets, ponchos, and leather garments, as well as sportswear, and leisure wear. It also provides silk accessories, such as ties, foulards, scarves, shawls, gloves, and costume jeweler, as well as plaid throws, cushions, and beach towels; men's and ladies sunglasses and prescription glasses; watches; gold, diamond, gemstone, and silver jeweler; perfumes; and fragrances. In addition, the company is involved in the real estate management business. It sells its products under the Salvatore Ferragamo brand and distributes through Salvatore Ferragamo single-brand stores, department stores and multi-brand specialty stores, and the e-commerce channel. The company was formerly known as Salvatore Ferragamo Italia S.p.A. and changed its name to Salvatore Ferragamo S.p.A. in April 2011. The company was founded in 1927 and is headquartered in Florence, Italy. Salvatore Ferragamo S.p.A. is a subsidiary of Ferragamo Finanziaria S.p.A.",Luxury Goods,Consumer Cyclical,Italy,False,789637759.5428467,1119233196.957779,,BB-,0.015
SGI,Somnigroup International Inc.,"Somnigroup International Inc., together with its subsidiaries, designs, manufactures, distributes, and retails bedding products in the United States and internationally. It provides mattresses, foundations and adjustable foundations, and adjustable bases, as well as other products comprising pillows and other accessories under the Tempur-Pedic, Sealy, Stearns & Foster, and Sleepy's brands. The company operates a portfolio of retail brands, including Mattress Firm, Dreams, Tempur-Pedic retail stores, and SOVA; and licenses Sealy, Tempur, and Stearns & Foster brands, as well as technology and trademarks to other manufacturers. It sells its products through company-owned stores, online, and call centers; and third-party retailers, including third party distribution, hospitality, and healthcare. The company was formerly known as Tempur Sealy International, Inc. and changed its name to Somnigroup International Inc. in February 2025. The company was founded in 1846 and is based in Dallas, Texas.","Furnishings, Fixtures & Appliances",Consumer Cyclical,United States,True,6534499840.0,7673299968.0,BB,BB+,0.006
SGLOF,Food & Life Companies Ltd.,"Food & Life Companies Ltd. operates a chain of sushi restaurants. It also operates restaurants under Sugidama, Kyotaru, Conveyor Belt Sushi Misaki, Kaisen San, and Sushiro brands. The company was formerly known as Sushiro Global Holdings Ltd. and changed its name to Food & Life Companies Ltd. in April 2021. Food & Life Companies Ltd. was founded in 1975 and is headquartered in Suita, Japan.",Restaurants,Consumer Cyclical,Japan,False,1394405218.3734095,2967697554.406526,,A-,0.001
SGM.AX,Sims Limited,"Sims Limited engages in buying, processing, and selling of ferrous and non-ferrous recycled metals in Australia, China, India, Thailand, Turkey, the United States, and internationally. The company operates through five segments: North America Metal, Australia/New Zealand Metal, Investment in SA Recycling, Sims Lifecycle Services, and Global Trading Operations. It is also involved in the collection, processing, and trading of secondary raw material from iron and steel; and other metal alloys and residues, principally aluminum, lead, copper, zinc, and nickel bearing materials. The company also engages in the provision of environmental and data security services for the refurbishment, resale or commodity reclamation of IT assets recycled for commercial and post consumer suppliers. In addition, it provides secondary processing and other services comprising stevedoring and other sources of service. Sims Limited was founded in 1917 and is headquartered in Mascot, Australia.",Steel,Basic Materials,Australia,False,507844240.40393066,5359854132.461548,,BBB,0.002
SGO.PA,Compagnie de Saint-Gobain S.A.,"Compagnie de Saint-Gobain S.A., together with its subsidiaries, designs, manufactures, and distributes materials and solutions for the construction and industrial markets worldwide. It operates in five segments: High Performance Solutions; Northern Europe; Southern Europe  Middle East (ME) Americas; and Asia-Pacific. The company offers plaster-based products and systems for the construction and renovation markets under the Placo, Rigips, and Gyproc brands; insulation solutions for a range of applications, such as heating and air conditioning systems, insulation of pipes in industrial installations, engine and interior compartments of vehicles, household appliances, and photovoltaic panels under the Isover, CertainTeed, and Izocam brands; and mortars and construction chemicals under the Weber, Chryso, and GCP brands. It also provides ceilings under the Ecophon, CertainTeed, Eurocoustic, Gyptone, and Vinh Tuong brands; glazing solutions for buildings and mobility, including flat glass under the Saint-Gobain Glass, GlassSolutions, Vetrotech, and SageGlass brands; ductile cast iron pipe systems, covers, and gratings under the PAM brand; glass fiber materials and technical textiles; and abrasives, adhesives, sealants, adhesive tapes, foams, and films. In addition, the company offers ceramics and polymers; and exterior products comprising asphalt and composite shingles, solar roofing solutions, roll roofing systems, accessories, polymer shakes and shingles, and insulation cladding solutions under the CertainTeed brands. Further, it distributes heavy building materials; plumbing, heating, ventilation, and sanitaryware products; construction products; office partitions; timber and byproducts; home improvement products and services; bathrooms and kitchens; steel; and site equipment, PPEs, and tools. Compagnie de Saint-Gobain S.A. was founded in 1665 and is headquartered in Courbevoie, France.",Building Products & Equipment,Industrials,France,False,20731230578.112793,53275643857.93457,,A-,0.001
SGRO.L,SEGRO Plc,"SEGRO Plc is a UK Real Estate Investment Trust (REIT), listed on the London Stock Exchange and Euronext Paris, and is a leading owner, manager and developer of modern warehouses and industrial property. It owns or manages 10.9 million square meters of space (117 million square feet) valued at 22.0 billion pounds serving customers from a wide range of industry sectors. Its properties are in and around major cities and at key transportation hubs in the UK and in seven other European countries. For over 100 years SEGRO has been creating space that enables extraordinary things to happen. From modern big box warehouses, used primarily for regional, national and international distribution hubs, to urban warehousing located close to major population centres and business districts, it provides high quality assets that allow its customers to thrive. A commitment to be a force for society and environmental good is integral to SEGRO's purpose and strategy. Its Responsible SEGRO framework focuses on three long-term priorities where the company believes it can make the greatest impact: Championing low-carbon growth, Investing in local communities and environments and Nurturing talent. SEGRO Plc was incorporated in 1920 in United Kingdom.",REIT - Industrial,Real Estate,United Kingdom,False,6843211420.059204,959847660.5415344,,BBB,0.002
SGSOY,SGS SA,"SGS SA operates as a testing, inspection, and certification company in the Asia Pacific, Europe, North America, Eastern Europe, the Middle East and Africa, and America. It operates in two segments, Testing & Inspection and Certification. The company offers testing services, such as crop production testing, agricultural commodities testing, field studies, laboratory studies, seed quality control, and seed research and development; and inspection services, including draft survey and marine services, e-certificates, loading and discharge supervision, pre-shipment inspection, quality and quantity inspection, and tally. It also provides consulting, digital trust assurance, medical devices regulatory compliance, product certification, supply chain assurance, sustainability assurance, and verification and assurance, as well as assessment, auditing, and certification services; and professional training services. The company serves agriculture and forestry, building and infrastructure, consumer products and retail, cosmetics and personal care, cybersecurity and technology, environmental, health and safety, food, government and trade facilitation, industrial manufacturing and processing, MedTech, mining, oil, gas and chemicals, pharma, power and utilities, and transportation industries. SGS SA was founded in 1878 and is headquartered in Baar, Switzerland.",Consulting Services,Industrials,Switzerland,True,6066048828.955078,8602962891.455078,A-,BBB+,0.0015
SH0.F,"Shionogi & Co., Ltd.","Shionogi & Co., Ltd. engages in the research, development, manufacture, and distribution of pharmaceuticals, diagnostic reagents, and medical devices in Japan and internationally. It is also involved in consumer healthcare business; manufacturing, sale, analytical testing, and pharmaceutical engineering of medicinal drugs and investigational drugs; contracted monitoring of epidemiological components in sewage; promotion of implementation in social infrastructure; and business related to providing data and information; develops and sells foothold; and research and development of mucosal vaccines. In addition, the company provides contract support services for experimental research; contract testing of agricultural production materials; solutions for education and healthcare, system development, human resource development, and training business; marketing support services; and IT services for medical and healthcare-related issues. The company was formerly known as Shionogi Shoten Co., Ltd. and changed its name to Shionogi & Co., Ltd. in 1943. The company was founded in 1878 and is headquartered in Kita, Japan.",Drug Manufacturers - Specialty & Generic,Healthcare,Japan,False,4231916624.500121,3089728072.858584,,BBB+,0.0015
SHALF,Shangri-La Asia Limited,"Shangri-La Asia Limited, an investment holding company, develops, owns/leases, operates, and manages hotels and associated properties worldwide. It operates through four segment: Hotel Properties, Hotel Management and Related Services, Investment Properties, and Property Development for Sale. The company develops, owns, operates, and leases office and commercial properties, and serviced apartments/residences; and operates restaurants and amusement parks. It is also involved in hotel ownership and management; property investment; golf club ownership and operation; group financing; marketing, communication, training, consultancy, and reservation services; ownership of intellectual property rights; and development and sale of real estate, as well as retail and wine trading activities. In addition, the company Operates and manages training gyms, fitness regimes, and wellness programs; bars; and clubs. It operates hotels under the Shangri-La Hotels and Resorts, Shangri-La Signatures, Kerry Hotels, JEN by Shangri-La, Traders Hotels, Shangri-La, Rasa, Summer Palace, and Shang Palace, as well as CHI and The Spa at Shangri-La brands. Shangri-La Asia Limited was founded in 1971 and is headquartered in Quarry Bay, Hong Kong.",Lodging,Consumer Cyclical,Hong Kong,False,7647841792.0,2234072064.0,,BBB+,0.0015
SHC.L,Shaftesbury Capital PLC,"Shaftesbury Capital PLC is the leading central London mixed-use REIT and is a constituent of the FTSE-250 Index. Our property portfolio under management, valued at 5.4 billion pounds, extends to 2.8 million square feet of lettable space across the most vibrant areas of London's West End. With a diverse mix of shops, restaurants, cafés, bars, residential apartments and offices, our destinations include the high footfall, thriving neighborhoods of Covent Garden, Carnaby, Soho and Chinatown. Our properties are close to the main West End Underground stations and transport hubs for the Elizabeth Line. Shaftesbury Capital shares are listed on the London Stock Exchange (primary) and the Johannesburg Stock Exchange (secondary) and the A2X (secondary). Shaftesbury Capital PLC was incorporated on February 3rd, 2010 in United Kingdom.",REIT - Retail,Real Estate,United Kingdom,False,1604241339.8503418,315850697.11208344,,BBB,0.002
SHD.F,"Shiseido Company, Limited","Shiseido Company, Limited produces and sells in Japan and internationally. It offers fragrances, skincare, and makeup products through retail channels. The company also engages in the restaurant and food businesses; and operates beauty salons. In addition, it operates and supports SABFA, a professional hair makeup training school. Further, the company manages childcare facilities. It serves its products under the BAUM, BENEFIQUE, Clé de Peau Beauté, Dr. Dennis Gross Skincare, Drunk Elephant, EFFECTIM, Gallinée, INOUI, IPSA, ISSEY MIYAKE PARFUMS, NARS, narciso rodriguez, Serge Lutens, SHISEIDO, THE GINZA, Tory Burch Beauty, ZADIG&VOLTAIRE, ANESSA, AQUA LABEL, AUPRES, d program, ELIXIR, HAKU, INTEGRATE, MAJOLICA MAJORCA, MAQuillAGE, PRIOR, REVITAL, URARA, INRYU, The Collagen, and Perfect Cover brands. The company sells its products through department, specialized cosmetic, drug, and general merchandise stores. Shiseido Company, Limited was founded in 1872 and is headquartered in Chuo, Japan.",Household & Personal Products,Consumer Defensive,Japan,False,2144915448.25175,6020881411.218196,,BBB-,0.003
SHECY,"Shin-Etsu Chemical Co., Ltd.","Shin-Etsu Chemical Co., Ltd. provides infrastructure, electronics, and functional materials in Japan. The company operates through Electronic Materials; Living environment basic materials; Functional materials; and Processing, trading and technical services segments It offers polyvinyl chloride resin, caustic soda, methanol, chloromethanes, and polyvinyl alcohol; and semiconductor silicon, rare earth magnets, semiconductor encapsulating materials, LED packaging materials, photoresists, photomask blanks, and synthetic quartz products. The company also sells silicones, cellulose derivatives, silicon metal, synthetic pheromones, vinyl chloride-vinyl acetate copolymer, liquid fluoroelastomers, pellicles, and silicon anode material for lithium-ion batteries. In addition, it is involved in the processed plastics; export of technologies and plants; export and import of products; and engineering activities. The company was formerly known as Shin-Etsu Nitrogen Fertilizer Co., Ltd. and changed its name to Shin-Etsu Chemical Co., Ltd. in 1940. Shin-Etsu Chemical Co., Ltd. was incorporated in 1926 and is headquartered in Tokyo, Japan.",Chemicals,Basic Materials,Japan,False,1504402581.2712996,15916010978.896671,,A,0.0008
SHI.L,SIG plc,"SIG plc supplies specialist insulation and sustainable construction products and solutions in the United Kingdom, Ireland, France, Germany, Poland, and Benelux. The company offers insulation and interiors products, including structural and technical insulations, construction accessories and fixings, cladding and façade systems, dry lining, ceiling tiles and grids, partition walls and door sets, and floor coverings, as well as tools and fixings, ventilation, access equipment, and safety products. It provides roofing and exterior products, such as tiles, slates, membranes, battens for pitched roofs, single-ply flat roof systems, industrial roofing products, cladding systems, room-in-roof panel systems, and photovoltaic panels, as well as industrial painting, coating, and repair services. It serves developers, specialist contractors, specialist installers, and independent merchants. The company was formerly known as Sheffield Insulations Limited. SIG plc was founded in 1957 and is based in Sheffield, the United Kingdom.",Industrial Distribution,Industrials,United Kingdom,False,795377896.1181641,3425572107.2911377,,BB+,0.006
SHJ.F,AGC Inc.,"AGC Inc. manufactures and sells architectural glass, electronics, chemicals, automotive, and ceramics worldwide. The company offers architectural glass products, including insulated, laminated, wired, toughened, solar control, sound insulation, decorative, float and patterned, and industrial glass, as well as structural glazing systems and industrial glass; automotive glass for displays, sensors and connected drive, windows, and trains; and glass substrates used for thin-film-transistor liquid crystal displays and OLEDs. It also provides synthetic fused silica glass, silicon carbides, CMP slurry, and through glass vias, and glass substrates for semiconductor packaging and anodic bonding; industrial PTFE composite materials and copper clad laminate; optical materials comprising high refractive index glass, DOE diffuser, wave plates, IR cut filter, aspherical glass lenses, micro lens array, and transmission grating; optical film, such as antireflection film, beam splitter, and interference filter; glass frit, pastes, and lid for hermetic sealing; tissue culture products; laboratory glassware; borosilicate glass tubes and rods; and heat resistant glassware. In addition, the company offers chlor-alkali, polyurethanes, fluoro, and specialty chemical products; high thermal insulation ceramics wall for furnaces and fine ceramics; and plasma-resistant coating for semiconductor manufacturing equipment and plastic optical fiber. Further, it provides contract development and manufacturing services for pharmaceutical and agrochemical components. The company was formerly known as Asahi Glass Co., Ltd. and changed its name to AGC Inc. in July 2018. AGC Inc. was founded in 1907 and is headquartered in Chiyoda, Japan.",Conglomerates,Industrials,Japan,False,4345364391.619941,12968012681.620255,,A-,0.001
SHL.AX,Sonic Healthcare Limited,"Sonic Healthcare Limited offers medical diagnostic services, and administrative services and facilities to medical practitioners in Australia, the United States, Germany, and internationally. The company provides laboratory medicine/pathology testing services, such as biochemistry, cytopathology, genetics, haematology, histopathology, immunoserology, microbiology, molecular pathology, prenatal testing, toxicology, and ancillary functions; and radiology services, including magnetic resonance imaging, computed tomography (CT), ultrasound, X-ray, mammography, nuclear medicine, PET CT, interventional procedures, and bone mineral densitometry. It also offers primary care medical services comprising general practice clinics, occupational health services, skin cancer clinics, general practice IT solutions, and community-based healthcare services, as well as clinical trials services. Sonic Healthcare Limited was incorporated in 1934 and is headquartered in Sydney, Australia.",Diagnostics & Research,Healthcare,Australia,False,4167442822.750122,7299321037.083496,,BBB+,0.0015
SHL.DE,Siemens Healthineers AG,"Siemens Healthineers AG, through its subsidiaries, develops, manufactures, and sells a range of diagnostic and therapeutic products and services to healthcare providers in Germany, the United States, rest of Europe, CIS, Africa, the Middle East, the Americas, the Asia Pacific, Japan, and China. It operates in four segments: Imaging, Diagnostics, Varian, and Advanced Therapies. The Imaging segment offers magnetic resonance imaging, computed tomography, X-ray, molecular imaging, and ultrasound systems; and software solutions to support the reading and structured reporting of diagnostic images from different modalities. Its Diagnostics segment provides in-vitro diagnostic products and services to healthcare providers in the fields of general and specialty laboratory, and point-of-care diagnostics; and workflow solutions for laboratories and informatics products. The Varian segment offers microwave, cryoablation, and embolization technologies, as well as clinical professional services for cancer care that support oncology departments in hospitals and clinics; and customized support for cancer care operations. Its Advanced Therapies segment provides products that are designed to support image-guided minimally invasive clinical procedures in various areas, such as cardiology, neurology, and oncology; angiography systems and mobile C-arms; and AI-powered clinical applications. It also offers essential technical customer service, such as maintenance and repair; spare parts; medical equipment performance management; training; clinical education and e-learning; planning and design; financing; asset management; and managed departmental services for laboratories and healthcare facilities, as well as healthcare consulting, products, and services. The company was founded in 1896 and is headquartered in Forchheim, Germany. Siemens Healthineers AG is a subsidiary of Siemens Aktiengesellschaft.",Medical Devices,Healthcare,Germany,False,17556445766.45508,26436674302.4292,,A-,0.001
SHOP,Shopify Inc.,"Shopify Inc., a commerce technology company, provides tools to start, scale, market, and run a business of various sizes in Canada, the United States, Europe, the Middle East, Africa, the Asia Pacific, and Latin America. The Company offers Shopify platform that enables merchants to manage products and inventory, process orders and payments, fulfill and ship orders, build customer relationships, source products, leverage analytics, and reporting and access financing for running their business across all of their sales channels, including web and mobile storefronts, physical retail locations, social media storefronts, and marketplaces. It also provides Shopify Payments, a fully integrated payment processing service that allows merchants to accept and process payment cards online and offline. In addition, the company engages in the sale of themes and apps; shipping labels through Shopify Shipping; point-of-sale hardware; advertising on the Shopify App Store; and Shop Campaigns for buyer acquisitions, as well as registration of domain names. The company was formerly known as Jaded Pixel Technologies Inc. and changed its name to Shopify Inc. in November 2011. Shopify Inc. was incorporated in 2004 and is based in Ottawa, Canada.",Software - Application,Technology,Canada,False,179000000.0,12366000128.0,,BBB-,0.003
SHOT.ST,Scandic Hotels Group AB (publ),"Scandic Hotels Group AB (publ), together with its subsidiaries, engages in the operation and franchising of hotels in Sweden, Norway, Finland, Denmark, Ireland, the United Kingdom, Germany, and Poland. It operates hotels under the Scandic, Scandic Go, Signature Collection, Hilton, Holiday Inn, Maldron, Indigo, Clayton, and Crowne Plaza brand names. The company was founded in 1963 and is headquartered in Stockholm, Sweden.",Lodging,Consumer Cyclical,Sweden,False,4728064370.238281,2340504115.5815125,,BBB-,0.003
SHW,The Sherwin-Williams Company,"The Sherwin-Williams Company engages in the development, manufacture, distribution, and sale of paint, coatings, and related products to professional, industrial, commercial and retail customers. The company operates through three segments: Paint Stores Group, Consumer Brands Group, and Performance Coatings Group. The Paint Stores Group segment offers architectural paint and coatings; protective and marine products; and OEM product finishes and related products for architectural and industrial paint contractors, and do-it-yourself homeowners under the Sherwin-Williams brand. The Consumer Brands Group segment supplies a portfolio of branded and private-label architectural paints, stains, varnishes, industrial products, wood finishes products, wood preservatives, applicators, corrosion inhibitors, aerosols, caulks, and adhesives to retailers, including home centers and hardware stores, and dedicated dealers and distributors. The Performance Coatings Group segment develops and sells industrial coatings for wood finishing and general industrial applications; automotive refinish products; protective and marine coatings; coil coatings; packaging coatings; and performance-based resins and colorants. This segment serves retailers, dealers, jobbers, licensees, and other third-party distributors. The company operates in North America, South America, the Caribbean, Europe, Asia, and Australia. The Sherwin-Williams Company was founded in 1866 and is headquartered in Cleveland, Ohio.",Specialty Chemicals,Basic Materials,United States,True,14601400320.0,23935500288.0,BBB+,BBB+,0.0015
SHWDF,Resonac Holdings Corporation,"Resonac Holdings Corporation operates as a chemical company in Japan and internationally. It operates through the Semiconductor and Electronic Materials, Mobility, Innovation Enabling Materials, Chemicals, and Crasus Chemical segments. The company offers gases and solvents, abatement equipment systems and surface treatments, CMP slurries, and anti-charging materials; semiconductor-related materials, display and sensor-related materials, and films; base and photosensitive materials for PWBs; hard disks, SiCs, and optical semiconductors for use as electronic device components; and molded plastics/sheet-formed, powder metal, and aluminum products for automotives. It provides lithium-ion batteries and mechanical carbon; ceramics, resins, cosmetic ingredients, monomers, adhesives, tapes, and chromatography products; industrial gases, and elastomers. In addition, the company offers polyimides; HD media; friction materials; plastic molded; aluminum gravity casting products; packaging/containers; electrical insulating epoxy resin molded products; zipper bags and tapes; titanium oxide and alumina; and elastic polishing grindstone. Further, it provides petrochemical and organic chemicals; polypropylene and polyethylene; liquefied carbon dioxide, dry ice, and gas-related equipment; liquefied oxygen, nitrogen, and argon; molecular sieve; graphite electrodes; plasters, fireproofing pipes, and wall sidings; cement and moisture removal sheets; industrial materials; and FRP, coated sand, and separating mediums. Additionally, the company engages in leasing personnel computers and other business equipment; outsourcing of salary, welfare, and finance-related business; and synthesis, analysis, and SDS preparation services. The company was formerly known as Showa Denko K.K. and changed its name to Resonac Holdings Corporation in January 2023. The company was incorporated in 1939 and is headquartered in Tokyo, Japan.",Chemicals,Basic Materials,Japan,True,5956542891.386966,8248073672.012188,A+,BBB+,0.0015
SIEGY,Siemens Aktiengesellschaft,"Siemens Aktiengesellschaft, a technology company, focuses in the areas of automation and digitalization in Europe, Commonwealth of Independent States, Africa, the Middle East, the Americas, Asia, and Australia. It operates through Digital Industries, Smart Infrastructure, Mobility, Siemens Healthineers, and Siemens Financial Services (SFS) segments. The Digital Industries segment provides automation systems and software for factories, numerical control systems, servo motors, drives and inverters, and integrated automation systems for machine tools and production machines; process control systems, machine-to-machine communication products, sensors and radio frequency identification systems; production and product lifecycle management software, and simulation and testing of mechatronic system. The Smart Infrastructure segment offers products, systems, solutions, services, and software to support sustainable transition from fossil and renewable energy  sources; sustainable buildings and communities; and buildings, electrification, and electrical products. The Mobility segment provides rail passenger and freight transportation, such as metro systems, trams and light rail, and commuter trains, as well as trains and passenger coaches; locomotives and solutions for automated transportation and leasing; products and solutions for rail automation and electrification; maintenance and digital services; and digital and cloud-based solutions, and related services. The Siemens Healthineers segment develops, manufactures, and sells various diagnostic and therapeutic products and services; and provides clinical consulting and training services. The Siemens Financial Services segment offers debt and equity investments; leasing, lending, and working capital; structured, equipment, and project financing; and financial advisory services. The company was founded in 1847 and is headquartered in Munich, Germany.",Specialty Industrial Machinery,Industrials,Germany,True,62075640090.33203,91345556196.1914,AA-,A,0.0008
SIG,Signet Jewelers Limited,"Signet Jewelers Limited operates as a diamond jewelry retailer in the United States, Canada, the United Kingdom, and Republic of Irland. It operates through three segments: North America, International, and other. The North America segment operates jewelry stores in malls, mall-based kiosks, and off-mall locations in the United States and Canada primarily under the Kay, Zales, Jared Jewelers, Diamonds Direct, Banter by Piercing Pagoda, Peoples Jewellers, and Rocksbox brands, as well as operates online through its digital brands, James Allen and Blue Nile. The International segment operates stores in shopping malls, off-mall locations, and online primarily under the H.Samuel and Ernest Jones brands in the United Kingdom and the Republic of Ireland. The Other segment engages in the purchase and conversion of rough diamonds to polished stones, as well as offers diamond polishing services. Signet Jewelers Limited was founded in 1862 and is based in Hamilton, Bermuda.",Luxury Goods,Consumer Cyclical,Bermuda,True,1223600000.0,6825600000.0,BB,BB,0.01
SIRI,Sirius XM Holdings Inc.,"Sirius XM Holdings Inc. operates as an audio entertainment company in North America. It operates through two segments, Sirius XM, and Pandora and Off-platform. The Sirius XM segment provides music, sports, entertainment, comedy, and talk and news channels, as well as podcast and infotainment services on subscription fee basis; and live, curated, and exclusive and on demand programming services through satellite radio systems and streamed through applications for mobile and home devices, and other consumer electronic equipment. This segment also distributes satellite radios through automakers and retailers, as well as its website; offers advertising other ancillary services; sells radios and accessories; and offers location-based services through two-way wireless connectivity, including safety, security, convenience, maintenance and data, remote vehicles diagnostic, and stolen or parked vehicle locator services, as well as data services related to graphical weather and fuel prices. In addition, this segment provides music channels on the DISH Network satellite television service as a programming package; Travel Link, a suite of data services that include graphical weather, fuel prices, sports schedule and scores, and movie listings; graphic information related to road closings, traffic flow, and incident data for consumers with in-vehicle navigation systems; real-time weather services in vehicles, boats, and planes; music programming and commercial-free music services for office, restaurants, and other business; and wireless communications service. The Pandora and Off-platform segment operates music, comedy, and podcast streaming platform, which offers personalized experience for listener through mobile devices, vehicle speakers, and connected devices; and provides advertising services. The company was incorporated in 2013 and is headquartered in New York.",Entertainment,Communication Services,United States,True,9957000192.0,8581000192.0,BB+,BB+,0.006
